month,GPR,GPRT,GPRA
2024-03-01,133.21316528320312,121.53968048095703,151.81399536132812
2024-04-01,163.9473419189453,170.697998046875,165.99069213867188
2024-05-01,130.52186584472656,131.44712829589844,133.154296875
2024-06-01,113.0927963256836,125.71302795410156,109.73841094970703
2024-07-01,92.3948745727539,95.1602783203125,95.11029815673828
2024-08-01,140.97506713867188,124.80498504638672,165.17947387695312
2024-09-01,130.35877990722656,134.03704833984375,135.5546112060547
2024-10-01,130.689208984375,128.40969848632812,142.81838989257812
2024-11-01,128.90164184570312,139.14866638183594,127.42887115478516
2024-12-01,142.36643981933594,128.26246643066406,164.81373596191406
2025-01-01,113.233154296875,117.08644104003906,109.50493621826172
2025-02-01,136.9805908203125,138.7676544189453,140.7871551513672
2025-03-01,174.1120147705078,194.02442932128906,158.2345733642578
2025-04-01,140.97369384765625,159.25746154785156,132.05572509765625
2025-05-01,166.0472412109375,203.87728881835938,149.2124481201172
2025-06-01,221.13490295410156,286.4390869140625,182.07473754882812
2025-07-01,134.2220001220703,156.11004638671875,119.33242797851562
2025-08-01,138.56211853027344,160.41519165039062,120.87979125976562
2025-09-01,125.86952209472656,141.8061065673828,114.78914642333984
2025-10-01,154.51292419433594,167.99813842773438,151.54867553710938
2025-11-01,104.33865356445312,118.68241119384766,88.68616485595703
2025-12-01,130.9558563232422,144.90623474121094,121.78854370117188
2026-01-01,168.62986755371094,220.17141723632812,100.22209930419922
2026-02-01,120.74515533447266,157.46743774414062,81.67977142333984
2026-03-01,326.9891052246094,316.3792724609375,445.2544860839844
2026-04-01,230.770751953125,252.26490783691406,285.34808349609375
